ID_Ticket,ID_Empresa,ID_Tecnico,Fecha_Solicitud,Fecha_Resolucion,Tipo_Servicio,Horas_Facturadas,Costo_Repuestos_USD,Tiempo_Resolucion_Horas,Ingreso_Total_USD,Nombre_Empresa,Tamano_Flota,Tipo_Contrato,Fecha_Alta,Nombre_Tecnico,Especialidad,Seniority
TK-116844,5930,887,2025-05-13 09:15:03,2025-05-13 13:15:03,Preventivo,1.4,89.32,4.0,166.32,Molina-Gonzalez,25,Suscripcion,2024-07-30,Lola Cardozo Ledesma,Alta Tension,Junior
TK-116845,5026,711,2025-06-02 00:32:02,2025-06-03 08:32:02,Preventivo,2.8,110.44,32.0,264.44,Molina-Leiva,25,Suscripcion,2024-10-17,Sr(a). Juan Cruz Vega,Software,Senior
TK-116846,2292,422,2024-09-16 15:21:25,2024-09-16 21:21:25,Preventivo,1.4,59.92,6.0,136.92000000000002,Diaz-Campos,10,Pay-per-use,2024-07-11,Ana Paula Guzman,Mecanica General,Junior
TK-116847,7865,691,2024-09-28 19:21:38,2024-10-03 00:21:38,Correctivo Mecanico,11.6,1414.92,101.0,2052.92,"Cardozo, Molina and Juarez",50,Suscripcion,2024-04-18,Juan Rojas Torres,Alta Tension,Junior
TK-116848,8033,711,2024-07-02 20:29:39,2024-07-02 21:29:39,Preventivo,1.9,105.99,1.0,210.49,"Ruiz, Godoy and Garcia",25,Suscripcion,2025-01-30,Sr(a). Juan Cruz Vega,Software,Senior
TK-116849,5951,711,2025-12-24 13:57:55,2025-12-25 16:57:55,Preventivo,1.9,53.87,27.0,158.37,"Ramirez, Fernandez and Leiva",10,Suscripcion,2024-08-26,Sr(a). Juan Cruz Vega,Software,Senior
TK-116850,3240,828,2025-04-13 11:43:08,2025-04-15 16:43:08,Correctivo Mecanico,9.1,1269.15,53.0,1769.65,"Gomez, Morales and Gonzalez",10,Pay-per-use,2025-03-26,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-116851,1659,869,2025-10-17 15:33:45,2025-10-20 20:33:45,Correctivo Mecanico,3.3,957.72,77.0,1139.22,Duarte and Sons,25,Suscripcion,2023-06-12,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-116852,7523,933,2025-01-04 13:17:48,2025-01-04 14:17:48,Preventivo,1.2,52.09,1.0,118.09,Lopez-Gomez,50,Suscripcion,2025-04-17,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-116853,3506,607,2024-07-25 09:15:07,2024-07-26 17:15:07,Preventivo,1.8,114.8,32.0,213.8,Lopez-Pereyra,10,Suscripcion,2026-02-15,Sr(a). Franco Perez,Alta Tension,Junior
TK-116854,4263,601,2026-05-01 15:07:56,2026-05-03 18:07:56,Correctivo Software,10.8,1209.06,51.0,1803.06,Roldan-Gomez,10,Pay-per-use,2024-12-24,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-116855,7865,915,2026-03-13 11:46:44,2026-03-18 15:46:44,Correctivo Mecanico,5.9,1070.58,124.0,1395.08,"Cardozo, Molina and Juarez",50,Suscripcion,2024-04-18,Santino Gomez,Mecanica General,Junior
TK-116856,5026,887,2025-04-22 04:11:34,2025-04-22 06:11:34,Preventivo,2.7,111.27,2.0,259.77,Molina-Leiva,25,Suscripcion,2024-10-17,Lola Cardozo Ledesma,Alta Tension,Junior
TK-116857,3522,762,2025-02-02 21:46:01,2025-02-03 22:46:01,Correctivo Software,5.9,518.09,25.0,842.59,Soria-Garcia,10,Pay-per-use,2026-05-11,Nahiara Romero,Alta Tension,Senior
TK-116858,8298,763,2025-09-20 09:22:39,2025-09-21 12:22:39,Preventivo,1.8,91.03,27.0,190.03,Acosta PLC,100,Suscripcion,2025-02-15,Agostina Lopez Velazquez,Mecanica General,Senior
TK-116859,4945,601,2025-10-28 12:13:11,2025-10-29 17:13:11,Correctivo Software,11.3,1250.29,29.0,1871.79,Bustos-Fernandez,10,Suscripcion,2025-04-27,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-116860,8484,319,2025-07-05 06:25:27,2025-07-05 13:25:27,Preventivo,2.5,95.52,7.0,233.01999999999998,"Rodriguez, Medina and Cordoba",25,Pay-per-use,2023-06-14,Victoria Federico Arias,Software,Semi-Senior
TK-116861,4777,887,2026-02-10 19:57:49,2026-02-11 22:57:49,Preventivo,2.4,80.4,27.0,212.4,Muñoz LLC,25,Suscripcion,2023-11-13,Lola Cardozo Ledesma,Alta Tension,Junior
TK-116862,8639,407,2024-10-01 19:19:32,2024-10-02 00:19:32,Preventivo,2.8,120.22,5.0,274.22,"Moreno, Sanchez and Sosa",10,Suscripcion,2025-06-22,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-116863,1964,728,2024-10-10 07:15:32,2024-10-11 09:15:32,Preventivo,1.7,51.41,26.0,144.91,Rodriguez Inc,50,Suscripcion,2024-10-06,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-116864,5331,728,2026-01-07 20:06:30,2026-01-13 02:06:30,Correctivo Mecanico,6.6,658.29,126.0,1021.29,"Suarez, Campos and Garcia",10,Pay-per-use,2024-08-17,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-116865,4858,724,2024-08-05 08:54:36,2024-08-06 13:54:36,Correctivo Mecanico,3.5,1224.15,29.0,1416.65,Navarro-Moyano,100,Suscripcion,2024-08-23,Mateo Fernandez,Alta Tension,Senior
TK-116866,3073,468,2025-12-26 10:58:52,2025-12-29 14:58:52,Correctivo Software,4.4,641.77,76.0,883.77,Gonzalez-Rodriguez,10,Suscripcion,2024-08-07,Sr(a). Santino Martinez,Mecanica General,Senior
TK-116867,5978,607,2024-11-08 23:29:40,2024-11-10 07:29:40,Preventivo,2.3,109.32,32.0,235.82,Toledo Inc,50,Suscripcion,2025-09-24,Sr(a). Franco Perez,Alta Tension,Junior
TK-116868,6460,675,2024-10-25 13:01:11,2024-10-25 18:01:11,Preventivo,1.0,77.46,5.0,132.45999999999998,Carrizo-Mendez,25,Pay-per-use,2024-10-05,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-116869,3981,780,2025-01-06 13:00:23,2025-01-06 19:00:23,Preventivo,3.0,131.19,6.0,296.19,Benitez Inc,50,Suscripcion,2023-11-20,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-116870,5951,675,2025-06-06 16:13:41,2025-06-07 17:13:41,Preventivo,1.7,95.5,25.0,189.0,"Ramirez, Fernandez and Leiva",10,Suscripcion,2024-08-26,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-116871,7930,587,2025-01-05 03:08:39,2025-01-10 07:08:39,Correctivo Mecanico,10.9,233.56,124.0,833.06,"Campos, Toledo and Castro",50,Suscripcion,2025-06-06,Simon Quiroga Sanchez,Mecanica General,Senior
TK-116872,7229,347,2025-01-16 11:54:18,2025-01-17 15:54:18,Preventivo,1.5,142.81,28.0,225.31,Paz and Sons,25,Suscripcion,2023-06-30,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-116873,4681,207,2025-12-29 05:29:28,2025-12-31 11:29:28,Correctivo Mecanico,7.1,1225.44,54.0,1615.94,Medina Inc,10,Suscripcion,2026-02-11,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-116874,8811,288,2025-06-28 21:44:27,2025-07-01 01:44:27,Correctivo Mecanico,3.2,779.81,52.0,955.81,"Ayala, Pereyra and Rodriguez",10,Pay-per-use,2025-07-08,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-116875,7226,933,2025-05-14 10:46:36,2025-05-15 16:46:36,Preventivo,2.1,108.06,30.0,223.56,Morales-Paez,10,Pay-per-use,2025-06-08,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-116876,6072,869,2024-07-31 20:53:28,2024-08-02 00:53:28,Correctivo Mecanico,7.9,858.1,28.0,1292.6,"Alvarez, Arias and Correa",10,Suscripcion,2026-03-17,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-116877,4263,456,2025-10-26 18:58:25,2025-10-28 00:58:25,Preventivo,2.4,144.96,30.0,276.96000000000004,Roldan-Gomez,10,Pay-per-use,2024-12-24,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-116878,3352,890,2024-12-31 23:55:38,2025-01-02 06:55:38,Preventivo,2.4,111.02,31.0,243.01999999999998,Flores-Cabrera,10,Suscripcion,2024-05-19,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-116879,3426,998,2026-05-03 09:11:25,2026-05-05 15:11:25,Correctivo Mecanico,3.0,399.74,54.0,564.74,Fernandez-Sanchez,25,Pay-per-use,2023-07-12,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-116880,5712,422,2025-08-29 08:46:41,2025-08-30 14:46:41,Preventivo,2.0,87.7,30.0,197.7,"Molina, Rodriguez and Leiva",200,Suscripcion,2025-11-09,Ana Paula Guzman,Mecanica General,Junior
TK-116881,4335,675,2024-10-23 06:30:10,2024-10-24 11:30:10,Preventivo,1.9,114.81,29.0,219.31,"Godoy, Perez and Suarez",50,Pay-per-use,2023-07-29,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-116882,4203,323,2025-07-30 10:44:44,2025-08-03 17:44:44,Correctivo Mecanico,3.4,556.54,103.0,743.54,Gomez-Sanchez,10,Suscripcion,2025-01-15,Santino Rivero,Alta Tension,Junior
TK-116883,1546,828,2025-10-16 19:15:47,2025-10-17 03:15:47,Preventivo,1.6,109.78,8.0,197.78,"Torres, Fernandez and Bustos",10,Suscripcion,2024-09-30,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-116884,3869,967,2024-09-10 00:17:10,2024-09-12 01:17:10,Correctivo Mecanico,5.9,686.73,49.0,1011.23,"Peralta, Castro and Gonzalez",50,Pay-per-use,2024-10-28,Sebastian Medina Dominguez,Mecanica General,Junior
TK-116885,6295,650,2025-01-19 09:48:08,2025-01-19 16:48:08,Preventivo,1.4,53.25,7.0,130.25,"Sanchez, Benitez and Herrera",25,Suscripcion,2026-01-16,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-116886,7326,998,2024-09-11 09:39:20,2024-09-12 14:39:20,Preventivo,1.1,97.29,29.0,157.79000000000002,Torres Inc,10,Suscripcion,2024-09-18,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-116887,3580,967,2024-10-08 23:43:41,2024-10-11 05:43:41,Correctivo Software,6.5,311.37,54.0,668.87,"Vega, Quiroga and Lopez",25,Pay-per-use,2024-11-23,Sebastian Medina Dominguez,Mecanica General,Junior
TK-116888,7498,396,2025-12-29 05:03:35,2026-01-03 08:03:35,Correctivo Mecanico,7.5,1025.52,123.0,1438.02,Molina LLC,10,Suscripcion,2024-12-23,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-116889,2528,342,2025-03-16 16:49:33,2025-03-17 19:49:33,Preventivo,2.0,50.6,27.0,160.6,Lopez Group,100,Suscripcion,2025-05-28,Nina Salvador Sosa,Software,Semi-Senior
TK-116890,6168,109,2026-01-13 06:57:30,2026-01-14 12:57:30,Preventivo,1.3,55.84,30.0,127.34,Perez-Diaz,25,Suscripcion,2025-10-09,Valentino Maldonado,Mecanica General,Semi-Senior
TK-116891,2524,869,2024-09-23 08:32:16,2024-09-27 13:32:16,Correctivo Software,6.1,579.2,101.0,914.7,Diaz-Ledesma,10,Suscripcion,2024-08-29,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-116892,7326,795,2026-03-05 23:28:07,2026-03-06 05:28:07,Preventivo,2.5,109.15,6.0,246.65,Torres Inc,10,Suscripcion,2024-09-18,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-116893,9779,536,2024-09-12 14:39:04,2024-09-16 22:39:04,Correctivo Mecanico,11.2,327.67,104.0,943.6700000000001,"Lopez, Diaz and Suarez",50,Pay-per-use,2025-11-12,Francisco Ruiz,Alta Tension,Semi-Senior
TK-116894,4618,468,2025-08-29 19:53:54,2025-09-04 03:53:54,Correctivo Mecanico,5.2,384.41,128.0,670.4100000000001,Campos Group,10,Suscripcion,2024-01-04,Sr(a). Santino Martinez,Mecanica General,Senior
TK-116895,4630,763,2025-10-09 13:57:50,2025-10-11 18:57:50,Correctivo Mecanico,10.9,223.23,53.0,822.73,Vargas-Rodriguez,10,Pay-per-use,2026-01-19,Agostina Lopez Velazquez,Mecanica General,Senior
TK-116896,7991,288,2024-09-11 23:32:32,2024-09-17 06:32:32,Correctivo Mecanico,4.1,597.51,127.0,823.01,"Acosta, Fernandez and Guzman",100,Pay-per-use,2025-04-10,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-116897,7865,323,2025-01-20 21:30:57,2025-01-22 23:30:57,Correctivo Mecanico,11.4,675.45,50.0,1302.45,"Cardozo, Molina and Juarez",50,Suscripcion,2024-04-18,Santino Rivero,Alta Tension,Junior
TK-116898,3339,109,2025-06-18 02:00:24,2025-06-21 04:00:24,Correctivo Mecanico,9.5,823.92,74.0,1346.42,"Peralta, Benitez and Fernandez",10,Suscripcion,2024-05-12,Valentino Maldonado,Mecanica General,Semi-Senior
TK-116899,8726,724,2025-05-15 22:11:13,2025-05-21 04:11:13,Correctivo Software,10.6,529.92,126.0,1112.92,"Ojeda, Vega and Gutierrez",10,Pay-per-use,2025-09-29,Mateo Fernandez,Alta Tension,Senior
TK-116900,4920,710,2025-10-02 12:19:31,2025-10-04 17:19:31,Correctivo Mecanico,2.6,804.88,53.0,947.88,"Fernandez, Molina and Molina",25,Suscripcion,2023-10-03,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-116901,2501,245,2025-08-18 06:15:43,2025-08-19 08:15:43,Preventivo,2.0,86.1,26.0,196.1,"Diaz, Godoy and Valdez",10,Pay-per-use,2023-07-29,Josefina Facundo Diaz Suarez,Mecanica General,Junior
TK-116902,8822,967,2026-01-15 13:43:02,2026-01-16 17:43:02,Preventivo,2.8,134.86,28.0,288.86,Maidana-Gonzalez,10,Pay-per-use,2024-12-27,Sebastian Medina Dominguez,Mecanica General,Junior
TK-116903,6373,349,2025-04-01 18:07:38,2025-04-06 22:07:38,Correctivo Mecanico,11.0,862.73,124.0,1467.73,"Sanchez, Ruiz and Rios",10,Pay-per-use,2024-08-18,Sr(a). Nicolas Romero,Software,Senior
TK-116904,7172,887,2026-01-08 14:03:44,2026-01-11 19:03:44,Correctivo Software,9.1,1047.03,77.0,1547.53,Lopez Ltd,25,Suscripcion,2026-01-06,Lola Cardozo Ledesma,Alta Tension,Junior
TK-116905,4943,207,2025-11-28 04:43:39,2025-11-29 06:43:39,Preventivo,2.1,132.2,26.0,247.7,Rodriguez PLC,25,Suscripcion,2023-07-03,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-116906,8564,456,2024-12-08 04:02:37,2024-12-09 12:02:37,Preventivo,1.4,113.69,32.0,190.69,Rodriguez Group,10,Suscripcion,2024-10-01,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-116907,6555,347,2024-11-06 14:05:38,2024-11-07 21:05:38,Correctivo Software,6.9,701.19,31.0,1080.69,"Acuña, Navarro and Diaz",25,Suscripcion,2025-07-10,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-116908,7455,763,2026-05-07 11:50:28,2026-05-10 12:50:28,Correctivo Mecanico,8.7,881.51,73.0,1360.01,"Ortiz, Gonzalez and Moreno",10,Suscripcion,2023-12-08,Agostina Lopez Velazquez,Mecanica General,Senior
TK-116909,4853,587,2024-12-03 02:21:26,2024-12-04 06:21:26,Preventivo,1.3,123.29,28.0,194.79000000000002,Gomez-Paez,100,Suscripcion,2024-05-28,Simon Quiroga Sanchez,Mecanica General,Senior
TK-116910,7846,396,2025-05-14 12:45:11,2025-05-17 14:45:11,Correctivo Mecanico,10.1,1069.0,74.0,1624.5,Maidana Inc,100,Suscripcion,2025-01-17,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-116911,9476,650,2026-05-08 15:33:01,2026-05-13 19:33:01,Correctivo Software,9.7,769.16,124.0,1302.6599999999999,Fernandez-Rivero,25,Suscripcion,2025-09-14,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-116912,3293,323,2026-03-08 23:48:06,2026-03-11 00:48:06,Correctivo Software,10.7,1063.44,49.0,1651.94,"Molina, Lopez and Paez",10,Pay-per-use,2026-02-02,Santino Rivero,Alta Tension,Junior
TK-116913,5581,207,2026-02-20 01:26:53,2026-02-21 07:26:53,Correctivo Mecanico,7.8,1312.46,30.0,1741.46,"Quiroga, Perez and Gonzalez",10,Suscripcion,2024-03-03,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-116914,5477,407,2025-01-03 18:13:45,2025-01-03 21:13:45,Preventivo,1.6,61.99,3.0,149.99,"Coronel, Ayala and Sosa",10,Suscripcion,2024-02-17,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-116915,6439,272,2025-02-24 22:25:29,2025-02-26 01:25:29,Correctivo Software,3.3,580.6,27.0,762.1,Hernandez Group,100,Suscripcion,2023-10-13,Tiziano Ramos,Software,Semi-Senior
TK-116916,8518,468,2024-09-02 13:07:19,2024-09-05 21:07:19,Correctivo Mecanico,7.6,266.38,80.0,684.38,"Perez, Lopez and Ponce",100,Pay-per-use,2024-08-12,Sr(a). Santino Martinez,Mecanica General,Senior
TK-116917,7576,933,2025-01-05 18:57:45,2025-01-08 23:57:45,Correctivo Software,4.2,1411.0,77.0,1642.0,"Gonzalez, Gonzalez and Vera",25,Suscripcion,2025-05-16,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-116918,4630,327,2025-01-27 03:24:33,2025-01-27 08:24:33,Preventivo,1.3,146.57,5.0,218.07,Vargas-Rodriguez,10,Pay-per-use,2026-01-19,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-116919,5288,933,2025-11-28 09:13:36,2025-11-29 10:13:36,Preventivo,2.1,138.74,25.0,254.24,Vega-Diaz,10,Suscripcion,2025-12-17,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-116920,3527,422,2025-02-11 20:10:37,2025-02-12 22:10:37,Preventivo,2.4,54.7,26.0,186.7,"Alvarez, Sosa and Gomez",10,Suscripcion,2024-09-01,Ana Paula Guzman,Mecanica General,Junior
TK-116921,4920,288,2026-02-16 00:22:07,2026-02-16 04:22:07,Preventivo,2.0,51.53,4.0,161.53,"Fernandez, Molina and Molina",25,Suscripcion,2023-10-03,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-116922,3198,207,2025-12-12 18:10:18,2025-12-15 02:10:18,Correctivo Mecanico,3.7,789.13,56.0,992.63,"Herrera, Lopez and Gomez",25,Pay-per-use,2024-01-19,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-116923,6439,109,2025-01-12 20:51:53,2025-01-14 23:51:53,Correctivo Software,3.0,1279.51,51.0,1444.51,Hernandez Group,100,Suscripcion,2023-10-13,Valentino Maldonado,Mecanica General,Semi-Senior
TK-116924,9095,990,2025-04-27 05:32:22,2025-04-30 10:32:22,Correctivo Mecanico,5.0,1417.68,77.0,1692.68,Navarro-Coronel,50,Suscripcion,2025-04-08,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-116925,3481,710,2025-01-07 04:13:41,2025-01-10 09:13:41,Correctivo Software,6.6,1329.69,77.0,1692.69,Ledesma-Ramirez,10,Suscripcion,2025-12-16,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-116926,2391,712,2025-04-08 06:30:17,2025-04-09 07:30:17,Preventivo,2.0,66.3,25.0,176.3,Fernandez PLC,25,Suscripcion,2023-07-28,Clara Rojas,Mecanica General,Semi-Senior
TK-116927,1689,396,2025-07-24 10:47:48,2025-07-28 13:47:48,Correctivo Mecanico,4.2,1407.96,99.0,1638.96,Moyano-Rodriguez,50,Pay-per-use,2025-03-29,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-116928,7887,536,2025-03-14 14:32:08,2025-03-19 15:32:08,Correctivo Software,6.6,340.74,121.0,703.74,Toledo-Alvarez,25,Suscripcion,2024-12-18,Francisco Ruiz,Alta Tension,Semi-Senior
TK-116929,4268,347,2025-12-26 08:02:49,2025-12-29 14:02:49,Correctivo Mecanico,7.5,1414.11,78.0,1826.61,Sanchez LLC,10,Suscripcion,2025-07-20,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-116930,7018,607,2025-04-01 22:07:31,2025-04-03 06:07:31,Correctivo Mecanico,10.8,1379.66,32.0,1973.66,"Perez, Rodriguez and Flores",10,Pay-per-use,2025-03-10,Sr(a). Franco Perez,Alta Tension,Junior
TK-116931,2229,869,2024-05-17 08:07:14,2024-05-22 10:07:14,Correctivo Mecanico,3.9,1170.9,122.0,1385.4,Gonzalez Group,25,Pay-per-use,2026-04-16,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-116932,5331,828,2025-12-25 23:14:20,2025-12-27 06:14:20,Correctivo Mecanico,5.3,322.27,31.0,613.77,"Suarez, Campos and Garcia",10,Pay-per-use,2024-08-17,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-116933,5678,656,2025-03-22 18:59:42,2025-03-23 23:59:42,Preventivo,1.5,126.8,29.0,209.3,"Avila, Aguirre and Gomez",10,Suscripcion,2023-09-04,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-116934,2204,691,2024-06-24 21:22:56,2024-06-26 04:22:56,Correctivo Software,8.0,1311.52,31.0,1751.52,Gimenez-Coronel,10,Pay-per-use,2024-07-19,Juan Rojas Torres,Alta Tension,Junior
TK-116935,6947,712,2025-03-26 10:44:01,2025-03-29 11:44:01,Correctivo Software,8.0,619.06,73.0,1059.06,Martinez-Martinez,10,Suscripcion,2025-10-09,Clara Rojas,Mecanica General,Semi-Senior
TK-116936,2729,933,2025-02-11 14:10:54,2025-02-11 22:10:54,Preventivo,2.3,136.92,8.0,263.41999999999996,Campos-Godoy,200,Pay-per-use,2025-04-25,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-116937,5961,319,2025-09-26 12:49:33,2025-09-28 17:49:33,Correctivo Mecanico,2.9,319.8,53.0,479.3,Luna-Sosa,200,Pay-per-use,2023-09-04,Victoria Federico Arias,Software,Semi-Senior
TK-116938,5933,691,2026-01-28 11:34:34,2026-02-02 13:34:34,Correctivo Mecanico,3.8,1216.26,122.0,1425.26,Aguirre-Rodriguez,25,Suscripcion,2025-03-17,Juan Rojas Torres,Alta Tension,Junior
TK-116939,6447,347,2024-08-29 14:52:00,2024-08-31 15:52:00,Correctivo Mecanico,7.8,845.12,49.0,1274.12,Gonzalez PLC,10,Suscripcion,2024-10-18,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-116940,2512,342,2025-05-02 19:25:07,2025-05-06 20:25:07,Correctivo Mecanico,8.0,801.46,97.0,1241.46,"Flores, Perez and Gonzalez",10,Suscripcion,2023-12-01,Nina Salvador Sosa,Software,Semi-Senior
TK-116941,2196,795,2025-12-29 17:11:58,2026-01-03 18:11:58,Correctivo Software,2.7,1146.94,121.0,1295.44,Flores Ltd,10,Pay-per-use,2023-08-19,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-116942,3419,347,2024-12-11 21:58:19,2024-12-12 05:58:19,Preventivo,1.2,131.69,8.0,197.69,Gomez LLC,200,Suscripcion,2024-03-13,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-116943,1341,323,2024-05-28 01:30:13,2024-05-28 06:30:13,Preventivo,2.2,58.72,5.0,179.72000000000003,Lopez-Duarte,200,Pay-per-use,2025-04-25,Santino Rivero,Alta Tension,Junior
TK-116944,8314,422,2026-02-07 16:56:22,2026-02-09 22:56:22,Correctivo Software,4.3,834.8,54.0,1071.3,"Carrizo, Hernandez and Martinez",10,Suscripcion,2023-07-19,Ana Paula Guzman,Mecanica General,Junior
TK-116945,6848,319,2025-11-11 00:12:22,2025-11-15 02:12:22,Correctivo Mecanico,11.2,1394.75,98.0,2010.75,Aguero LLC,10,Suscripcion,2024-07-09,Victoria Federico Arias,Software,Semi-Senior
TK-116946,3463,587,2024-10-16 23:54:09,2024-10-20 06:54:09,Correctivo Software,8.2,1045.08,79.0,1496.08,Rodriguez-Dominguez,10,Suscripcion,2024-11-05,Simon Quiroga Sanchez,Mecanica General,Senior
TK-116947,8368,656,2024-10-21 23:07:53,2024-10-23 00:07:53,Preventivo,1.2,124.57,25.0,190.57,"Ferreyra, Sanchez and Herrera",25,Pay-per-use,2024-01-01,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-116948,6460,763,2025-10-09 03:58:11,2025-10-09 11:58:11,Preventivo,1.6,131.52,8.0,219.52,Carrizo-Mendez,25,Pay-per-use,2024-10-05,Agostina Lopez Velazquez,Mecanica General,Senior
TK-116949,1452,407,2025-11-20 14:07:28,2025-11-24 21:07:28,Correctivo Software,8.9,1292.54,103.0,1782.04,Lucero LLC,25,Pay-per-use,2024-02-13,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-116950,5331,724,2024-11-27 17:14:44,2024-11-29 01:14:44,Preventivo,2.4,147.94,32.0,279.94,"Suarez, Campos and Garcia",10,Pay-per-use,2024-08-17,Mateo Fernandez,Alta Tension,Senior
TK-116951,1243,131,2024-12-27 21:47:22,2025-01-02 01:47:22,Correctivo Software,5.9,484.63,124.0,809.13,Caceres-Martinez,50,Suscripcion,2024-09-25,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-116952,7818,990,2026-02-18 14:15:59,2026-02-21 22:15:59,Correctivo Software,8.1,1158.23,80.0,1603.73,"Luna, Rios and Ramos",10,Suscripcion,2024-12-22,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-116953,4263,347,2025-02-27 00:27:33,2025-03-01 08:27:33,Correctivo Mecanico,9.7,782.22,56.0,1315.72,Roldan-Gomez,10,Pay-per-use,2024-12-24,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-116954,7532,207,2024-05-31 07:47:08,2024-06-01 13:47:08,Preventivo,2.6,105.94,30.0,248.94,Coronel PLC,25,Suscripcion,2025-09-30,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-116955,9085,890,2025-01-17 22:01:03,2025-01-22 23:01:03,Correctivo Mecanico,8.1,1104.77,121.0,1550.27,Navarro Inc,10,Suscripcion,2024-01-04,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-116956,8381,780,2025-04-09 23:31:26,2025-04-14 01:31:26,Correctivo Software,10.9,1258.86,98.0,1858.36,Garcia-Nuñez,50,Suscripcion,2025-03-08,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-116957,9540,396,2026-01-17 06:11:38,2026-01-17 11:11:38,Preventivo,1.3,132.77,5.0,204.27,Ramirez LLC,10,Suscripcion,2023-08-14,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-116958,3170,347,2025-03-05 22:56:52,2025-03-07 00:56:52,Preventivo,2.0,76.3,26.0,186.3,Lucero-Lucero,50,Suscripcion,2024-12-06,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-116959,5061,607,2025-01-20 21:35:17,2025-01-22 00:35:17,Preventivo,1.7,108.29,27.0,201.79000000000002,Gomez LLC,50,Pay-per-use,2024-12-28,Sr(a). Franco Perez,Alta Tension,Junior
TK-116960,8430,795,2025-07-20 09:31:18,2025-07-21 16:31:18,Preventivo,2.0,75.85,31.0,185.85,Ramirez-Gomez,10,Pay-per-use,2025-03-04,Valentino Cardozo Ramirez,Mecanica General,Junior
